section,field_id,phpp_label,variant_id,variant_name,datatype,units,value,excel_row
certification_limits,certification_limits.sensible_cooling_demand_limit,Sensible Cooling Demand Limit,code_minumum,Code Minumum,Sensible Cooling Demand Limit,kWh/m2,15,364
certification_limits,certification_limits.sensible_cooling_demand_limit,Sensible Cooling Demand Limit,improved,Improved,Sensible Cooling Demand Limit,kWh/m2,15,364
certification_limits,certification_limits.sensible_cooling_demand_limit,Sensible Cooling Demand Limit,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Sensible Cooling Demand Limit,kWh/m2,15,364
certification_limits,certification_limits.sensible_cooling_demand_limit,Sensible Cooling Demand Limit,r_52_walls,+R-52 Walls,Sensible Cooling Demand Limit,kWh/m2,15,364
certification_limits,certification_limits.sensible_cooling_demand_limit,Sensible Cooling Demand Limit,r_80_roof,+R-80 Roof,Sensible Cooling Demand Limit,kWh/m2,15,364
certification_limits,certification_limits.sensible_cooling_demand_limit,Sensible Cooling Demand Limit,phius_core_2024,Phius CORE 2024,Sensible Cooling Demand Limit,kWh/m2,15,364
certification_limits,certification_limits.latent_cooling_demand_limit,Latent Cooling Demand Limit,code_minumum,Code Minumum,Latent Cooling Demand Limit,kWh/m2,11.4985659624,365
certification_limits,certification_limits.latent_cooling_demand_limit,Latent Cooling Demand Limit,improved,Improved,Latent Cooling Demand Limit,kWh/m2,11.4985659624,365
certification_limits,certification_limits.latent_cooling_demand_limit,Latent Cooling Demand Limit,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Latent Cooling Demand Limit,kWh/m2,11.4985659624,365
certification_limits,certification_limits.latent_cooling_demand_limit,Latent Cooling Demand Limit,r_52_walls,+R-52 Walls,Latent Cooling Demand Limit,kWh/m2,11.4985659624,365
certification_limits,certification_limits.latent_cooling_demand_limit,Latent Cooling Demand Limit,r_80_roof,+R-80 Roof,Latent Cooling Demand Limit,kWh/m2,11.4985659624,365
certification_limits,certification_limits.latent_cooling_demand_limit,Latent Cooling Demand Limit,phius_core_2024,Phius CORE 2024,Latent Cooling Demand Limit,kWh/m2,11.4985659624,365
certification_limits,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,code_minumum,Code Minumum,Total Cooling Demand Limit,kWh/m2,26.4985659624,366
certification_limits,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,improved,Improved,Total Cooling Demand Limit,kWh/m2,26.4985659624,366
certification_limits,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Total Cooling Demand Limit,kWh/m2,26.4985659624,366
certification_limits,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,r_52_walls,+R-52 Walls,Total Cooling Demand Limit,kWh/m2,26.4985659624,366
certification_limits,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,r_80_roof,+R-80 Roof,Total Cooling Demand Limit,kWh/m2,26.4985659624,366
certification_limits,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,phius_core_2024,Phius CORE 2024,Total Cooling Demand Limit,kWh/m2,26.4985659624,366
certification_limits,certification_limits.peak_heat_load_limit,Peak Heat Load Limit,code_minumum,Code Minumum,Peak Heat Load Limit,W/m2,18,367
certification_limits,certification_limits.peak_heat_load_limit,Peak Heat Load Limit,improved,Improved,Peak Heat Load Limit,W/m2,18,367
certification_limits,certification_limits.peak_heat_load_limit,Peak Heat Load Limit,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Peak Heat Load Limit,W/m2,18,367
certification_limits,certification_limits.peak_heat_load_limit,Peak Heat Load Limit,r_52_walls,+R-52 Walls,Peak Heat Load Limit,W/m2,18,367
certification_limits,certification_limits.peak_heat_load_limit,Peak Heat Load Limit,r_80_roof,+R-80 Roof,Peak Heat Load Limit,W/m2,18,367
certification_limits,certification_limits.peak_heat_load_limit,Peak Heat Load Limit,phius_core_2024,Phius CORE 2024,Peak Heat Load Limit,W/m2,18,367
certification_limits,certification_limits.peak_cooling_load_limit,Peak Cooling Load Limit,code_minumum,Code Minumum,Peak Cooling Load Limit,W/m2,9.7792326766,368
certification_limits,certification_limits.peak_cooling_load_limit,Peak Cooling Load Limit,improved,Improved,Peak Cooling Load Limit,W/m2,9.7792326766,368
certification_limits,certification_limits.peak_cooling_load_limit,Peak Cooling Load Limit,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Peak Cooling Load Limit,W/m2,9.7792326766,368
certification_limits,certification_limits.peak_cooling_load_limit,Peak Cooling Load Limit,r_52_walls,+R-52 Walls,Peak Cooling Load Limit,W/m2,9.7792326766,368
certification_limits,certification_limits.peak_cooling_load_limit,Peak Cooling Load Limit,r_80_roof,+R-80 Roof,Peak Cooling Load Limit,W/m2,9.7792326766,368
certification_limits,certification_limits.peak_cooling_load_limit,Peak Cooling Load Limit,phius_core_2024,Phius CORE 2024,Peak Cooling Load Limit,W/m2,9.7792326766,368
certification_limits,certification_limits.pe_limit,PE Limit,code_minumum,Code Minumum,PE Limit,kWh/m2,0,369
certification_limits,certification_limits.pe_limit,PE Limit,improved,Improved,PE Limit,kWh/m2,0,369
certification_limits,certification_limits.pe_limit,PE Limit,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,PE Limit,kWh/m2,0,369
